MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7		collagen-containing extracellular matrix			ISO	RGD:61984 	J:155856 	
MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7		extracellular matrix			IBA	PTN002320870 	J:265628 	
MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7		extracellular matrix	is a part of inner cell mass,is a part of early embryonic cell (metazoa)		IDA		J:93477 	
MGI:94910	Dmp1	dentin matrix protein 1	5		extracellular matrix			IBA	PTN000600550 	J:265628 	
MGI:94910	Dmp1	dentin matrix protein 1	5		extracellular matrix	is a part of dentin,is a part of dentin		IDA		J:146976 	
MGI:94910	Dmp1	dentin matrix protein 1	5		extracellular matrix			ISO	RGD:2508 	J:155856 	
MGI:1928392	Dpt	dermatopontin	1		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:109172	Dspp	dentin sialophosphoprotein	5		collagen-containing extracellular matrix			ISO	RGD:2525 	J:155856 	
MGI:109172	Dspp	dentin sialophosphoprotein	5		extracellular matrix	is a part of dentin,is a part of dentin		IDA		J:146976 	
MGI:109172	Dspp	dentin sialophosphoprotein	5		extracellular matrix	is a part of dentin		IDA		J:190409 	
MGI:103060	Ecm1	extracellular matrix protein 1	3		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
MGI:103060	Ecm1	extracellular matrix protein 1	3		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:103060	Ecm1	extracellular matrix protein 1	3		collagen-containing extracellular matrix			IBA	PTN002703832 	J:265628 	
MGI:103060	Ecm1	extracellular matrix protein 1	3		collagen-containing extracellular matrix			ISO	Q16610 	J:164563 	
MGI:3039578	Ecm2	extracellular matrix protein 2, female organ and adipocyte specific	13		extracellular matrix			IBA	PTN002519889 	J:265628 	
MGI:3039578	Ecm2	extracellular matrix protein 2, female organ and adipocyte specific	13		extracellular matrix			IDA		J:139122 	
MGI:3039578	Ecm2	extracellular matrix protein 2, female organ and adipocyte specific	13		interstitial matrix	is a part of tendon|is a part of ligament|is a part of periosteum		IDA		J:139122 	
MGI:1339998	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	11		basement membrane			ISO	RGD:1308528 	J:155856 	
MGI:1339998	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	11		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1339998	Efemp1	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	11		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		basement membrane			IDA		J:121136 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		elastic fiber			IMP		J:106902 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		elastic fiber			ISO	O95967 	J:164563 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		extracellular matrix			IDA		J:121136 J:232351 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		extracellular matrix			ISO	O95967 	J:164563 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		extracellular matrix			TAS		J:60560 	
MGI:1891209	Efemp2	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	19		microfibril			IDA		J:121136 	
MGI:107444	Efna5	ephrin A5	17		basement membrane			IDA		J:194293 	
MGI:1858599	Egfl6	EGF-like-domain, multiple 6	X		basement membrane			IDA		J:139122 	
MGI:1858599	Egfl6	EGF-like-domain, multiple 6	X		extracellular matrix			IDA		J:139122 	
MGI:2449923	Egfl7	EGF-like domain 7	2		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2449923	Egfl7	EGF-like domain 7	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2146149	Egflam	EGF-like, fibronectin type III and laminin G domains	15		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:2146149	Egflam	EGF-like, fibronectin type III and laminin G domains	15		basement membrane			IDA		J:139122 	
MGI:2146149	Egflam	EGF-like, fibronectin type III and laminin G domains	15		extracellular matrix			IDA		J:139122 	
MGI:2146149	Egflam	EGF-like, fibronectin type III and laminin G domains	15		interstitial matrix	is a part of cartilage		IDA		J:139122 	
MGI:2679229	Elane	elastase, neutrophil expressed	10		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2442479	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	5		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:3608416	Elfn2	leucine rich repeat and fibronectin type III, extracellular 2	15		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:95317	Eln	elastin	5		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:95317	Eln	elastin	5		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:95317	Eln	elastin	5		elastic fiber	is a part of fibroblast		IDA		J:118147 	
MGI:95317	Eln	elastin	5		elastic fiber			ISO	P15502 	J:164563 	
MGI:95317	Eln	elastin	5		extracellular matrix			ISO	RGD:67394 	J:155856 	
MGI:2155091	Emid1	EMI domain containing 1	11		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2155091	Emid1	EMI domain containing 1	11		extracellular matrix			IDA		J:78991 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		collagen-containing extracellular matrix			ISO	Q9Y6C2 	J:164563 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		EMILIN complex			ISO	Q9Y6C2 	J:164563 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		extracellular matrix			IDA		J:87574 	
MGI:2389136	Emilin2	elastin microfibril interfacer 2	17		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:2389136	Emilin2	elastin microfibril interfacer 2	17		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:1333772	Enam	enamelin	5		extracellular matrix			IBA	PTN001047821 	J:265628 	
MGI:1333772	Enam	enamelin	5		extracellular matrix			IDA		J:223123 	
MGI:102805	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	19		basement membrane			IDA		J:76081 	
MGI:1096863	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2	2		basement membrane			IDA		J:76081 	
MGI:107942	Epyc	epiphycan	10		extracellular matrix	is a part of cartilage		IDA		J:222369 	
MGI:88380	F2	coagulation factor II	2		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:88380	F2	coagulation factor II	2		collagen-containing extracellular matrix			IBA	PTN002799255 	J:265628 	
MGI:88380	F2	coagulation factor II	2		collagen-containing extracellular matrix			ISO	RGD:61996 	J:155856 	
MGI:88381	F3	coagulation factor III	3		collagen-containing extracellular matrix			ISO	P13726 	J:164563 	
MGI:1921395	F13a1	coagulation factor XIII, A1 subunit	13		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1921395	F13a1	coagulation factor XIII, A1 subunit	13		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1921395	F13a1	coagulation factor XIII, A1 subunit	13		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2443990	Fam20b	FAM20B, glycosaminoglycan xylosylkinase	1		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:95487	Fbln1	fibulin 1	15		basement membrane	is a part of metanephros		IDA		J:102464 	
MGI:95487	Fbln1	fibulin 1	15		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:95487	Fbln1	fibulin 1	15		elastic fiber			ISO	P23142 	J:164563 	
MGI:95487	Fbln1	fibulin 1	15		extracellular matrix			ISO	P23142 	J:164563 	
MGI:95488	Fbln2	fibulin 2	6		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:95488	Fbln2	fibulin 2	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:95488	Fbln2	fibulin 2	6		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:1346091	Fbln5	fibulin 5	12		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1346091	Fbln5	fibulin 5	12		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1346091	Fbln5	fibulin 5	12	colocalizes_with	collagen-containing extracellular matrix			IDA		J:103848 	
MGI:1346091	Fbln5	fibulin 5	12		collagen-containing extracellular matrix			ISO	Q9UBX5 	J:164563 	
MGI:1346091	Fbln5	fibulin 5	12	colocalizes_with	elastic fiber			IDA		J:86754 	
MGI:1917620	Fbln7	fibulin 7	2		extracellular matrix			IDA		J:271278 	
MGI:95489	Fbn1	fibrillin 1	2		basement membrane			ISO	P35555 	J:164563 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix	is a part of colon,is a part of colon		HDA		J:265604 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix	is a part of fibroblast,is a part of fibroblast		HDA		J:213088 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix	is a part of fibroblast		IDA		J:118147 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix			IDA		J:235251 	
MGI:95489	Fbn1	fibrillin 1	2		collagen-containing extracellular matrix			ISO	RGD:620908 	J:155856 	
MGI:95489	Fbn1	fibrillin 1	2		extracellular matrix			IBA	PTN001170450 	J:265628 	
MGI:95489	Fbn1	fibrillin 1	2		extracellular matrix			ISO	P35555 	J:164563 	
MGI:95489	Fbn1	fibrillin 1	2		microfibril	is a part of lens capsule|is a part of ciliary body		IDA		J:226844 	
MGI:95489	Fbn1	fibrillin 1	2		microfibril			ISO	P35555 	J:164563 	
MGI:95489	Fbn1	fibrillin 1	2		microfibril			TAS		J:25216 J:165256 	
MGI:95490	Fbn2	fibrillin 2	18		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:95490	Fbn2	fibrillin 2	18		collagen-containing extracellular matrix	is a part of fibroblast,is a part of fibroblast		HDA		J:213088 	
MGI:95490	Fbn2	fibrillin 2	18		extracellular matrix			IBA	PTN001170450 	J:265628 	
MGI:95490	Fbn2	fibrillin 2	18		microfibril	is a part of lens capsule|is a part of ciliary body		IDA		J:226844 	
MGI:95490	Fbn2	fibrillin 2	18		microfibril			IDA		J:203031 	
MGI:95490	Fbn2	fibrillin 2	18		microfibril			ISO	P35556 	J:164563 	
MGI:95490	Fbn2	fibrillin 2	18		microfibril			TAS		J:25216 J:165256 	
MGI:2444336	Fcgbp	Fc fragment of IgG binding protein	7		extracellular matrix			IBA	PTN000885756 	J:265628 	
MGI:2444336	Fcgbp	Fc fragment of IgG binding protein	7		extracellular matrix	is a part of intestine mucosa		IDA		J:150756 	
MGI:1340905	Fcna	ficolin A	2		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:1341158	Fcnb	ficolin B	2		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:1316726	Fga	fibrinogen alpha chain	3		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:1316726	Fga	fibrinogen alpha chain	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99501	Fgb	fibrinogen beta chain	3		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:99501	Fgb	fibrinogen beta chain	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:99501	Fgb	fibrinogen beta chain	3		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		extracellular matrix			IDA		J:95191 	
MGI:104723	Fgf9	fibroblast growth factor 9	14		basement membrane			ISO	RGD:2610 	J:155856 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13	colocalizes_with	collagen-containing extracellular matrix			ISO	O15520 	J:164563 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7	colocalizes_with	collagen-containing extracellular matrix			ISO	P21802 	J:164563 	
MGI:95526	Fgg	fibrinogen gamma chain	3		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:95526	Fgg	fibrinogen gamma chain	3		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:95526	Fgg	fibrinogen gamma chain	3		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:102795	Fgl1	fibrinogen-like protein 1	8		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:103266	Fgl2	fibrinogen-like protein 2	5		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:2138953	Fibcd1	fibrinogen C domain containing 1	2		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:1328364	Fmod	fibromodulin	1		collagen-containing extracellular matrix			ISO	RGD:619769 	J:155856 	
MGI:95566	Fn1	fibronectin 1	1		basement membrane	is a part of urinary system		IDA		J:71108 	
MGI:95566	Fn1	fibronectin 1	1		basement membrane	is a part of palatal shelf epithelium|is a part of cardiovascular system|is a part of palatal shelf		IDA		J:30059 	
MGI:95566	Fn1	fibronectin 1	1		basement membrane			IDA		J:202984 	
MGI:95566	Fn1	fibronectin 1	1		basement membrane			ISO	RGD:2624 	J:155856 	
MGI:95566	Fn1	fibronectin 1	1		collagen-containing extracellular matrix	is a part of CL:0000057		HDA		J:213088 	
MGI:95566	Fn1	fibronectin 1	1		collagen-containing extracellular matrix	is a part of EMAPA:16728|is a part of EMAPA:18939		HDA		J:265604 	
MGI:95566	Fn1	fibronectin 1	1		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:95566	Fn1	fibronectin 1	1		collagen-containing extracellular matrix			IBA	PTN000441162 	J:265628 	
MGI:95566	Fn1	fibronectin 1	1		collagen-containing extracellular matrix			ISO	P02751 	J:164563 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix	is a part of dorsal aorta		IDA		J:138721 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix	is a part of lung		IDA		J:32939 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix	is a part of urinary system		IDA		J:71108 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix	is a part of submandibular gland		IDA		J:44796 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix			IDA		J:98248 J:109287 J:188490 J:191757 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix			ISO	P02751 	J:229828 	
MGI:95566	Fn1	fibronectin 1	1		extracellular matrix			TAS		J:78447 	
MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1	5		basement membrane	is a part of embryo,is a part of cornea epithelium|is a part of embryo,is a part of eyelid,is a part of epithelium|is a part of embryo,is a part of limb bud,is a part of apical ectodermal ridge|is a part of embryo,is a part of lobar bronchus epithelium|is a part of embryo,is a part of UBERON:0004211|is a part of embryo,is a part of midgut epithelium|is a part of embryo,is a part of choroid plexus epithelium|is a part of UBERON:0010077,is a part of lens epithelium,is a part of embryo|is a part of embryo,is a part of UBERON:0006763|is a part of embryo,is a part of limb epidermis|is a part of embryo,is a part of UBERON:0014388|is a part of UBERON:0004022		IDA		J:117883 	
MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1	5		basement membrane	is a part of head of caudate nucleus		IDA		J:139122 	
MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1	5		basement membrane			IDA		J:92613 J:111788 J:128304 J:137010 	
MGI:2385368	Fras1	Fraser extracellular matrix complex subunit 1	5		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2670972	Frem1	Fras1 related extracellular matrix protein 1	4		basement membrane	is a part of embryo,is a part of limb bud,is a part of apical ectodermal ridge|is a part of embryo,is a part of lobar bronchus epithelium|is a part of embryo,is a part of UBERON:0004211|is a part of embryo,is a part of midgut epithelium|is a part of embryo,is a part of choroid plexus epithelium|is a part of embryo,is a part of limb epidermis|is a part of embryo,is a part of UBERON:0014388		IDA		J:117883 	
MGI:2670972	Frem1	Fras1 related extracellular matrix protein 1	4		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:2670972	Frem1	Fras1 related extracellular matrix protein 1	4		basement membrane			IDA		J:111788 J:128304 	
MGI:2670972	Frem1	Fras1 related extracellular matrix protein 1	4		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2444465	Frem2	Fras1 related extracellular matrix protein 2	3		basement membrane	is a part of embryo,is a part of cornea epithelium|is a part of embryo,is a part of eyelid,is a part of epithelium|is a part of embryo,is a part of limb bud,is a part of apical ectodermal ridge|is a part of embryo,is a part of lobar bronchus epithelium|is a part of embryo,is a part of UBERON:0004211|is a part of embryo,is a part of midgut epithelium|is a part of embryo,is a part of choroid plexus epithelium|is a part of UBERON:0010077,is a part of lens epithelium,is a part of embryo|is a part of embryo,is a part of UBERON:0006763|is a part of embryo,is a part of limb epidermis|is a part of embryo,is a part of UBERON:0014388|is a part of UBERON:0004022		IDA		J:117883 	
MGI:2444465	Frem2	Fras1 related extracellular matrix protein 2	3		basement membrane			IDA		J:111788 J:128304 	
MGI:2444465	Frem2	Fras1 related extracellular matrix protein 2	3		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2685641	Frem3	Fras1 related extracellular matrix protein 3	8		basement membrane	is a part of embryo,is a part of cornea epithelium|is a part of embryo,is a part of eyelid,is a part of epithelium|is a part of embryo,is a part of limb bud,is a part of apical ectodermal ridge|is a part of embryo,is a part of lobar bronchus epithelium|is a part of embryo,is a part of embryo,is a part of UBERON:0004211,is a part of UBERON:0004211|is a part of embryo,is a part of embryo,is a part of midgut epithelium,is a part of midgut epithelium|is a part of embryo,is a part of embryo,is a part of choroid plexus epithelium,is a part of choroid plexus epithelium|is a part of UBERON:0010077,is a part of UBERON:0010077,is a part of lens epithelium,is a part of lens epithelium,is a part of embryo,is a part of embryo|is a part of embryo,is a part of embryo,is a part of UBERON:0006763,is a part of UBERON:0006763|is a part of embryo,is a part of embryo,is a part of limb epidermis,is a part of limb epidermis|is a part of embryo,is a part of embryo,is a part of UBERON:0014388,is a part of UBERON:0014388|is a part of UBERON:0004022,is a part of UBERON:0004022		IDA		J:117883 	
MGI:2685641	Frem3	Fras1 related extracellular matrix protein 3	8		basement membrane			IDA		J:124197 J:128304 	
MGI:1917825	Gfod2	glucose-fructose oxidoreductase domain containing 2	8		extracellular matrix			IBA	PTN000503705 	J:265628 	
MGI:1917825	Gfod2	glucose-fructose oxidoreductase domain containing 2	8		extracellular matrix			IDA		J:139122 	
MGI:95707	Gh	growth hormone	11		collagen-containing extracellular matrix			ISO	RGD:2686 	J:155856 	
MGI:104967	Glg1	golgi apparatus protein 1	8		extracellular matrix			IDA		J:163721 	
MGI:3646222	Gm5771	predicted gene 5771	6		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1194891	Gpc1	glypican 1	1		collagen-containing extracellular matrix			IEA	IPR001863 	J:72247 	
MGI:1194891	Gpc1	glypican 1	1		extracellular matrix			IDA		J:161728 	
MGI:1919201	Gpc2	glypican 2 (cerebroglycan)	5		collagen-containing extracellular matrix			IEA	IPR001863 	J:72247 	
MGI:104903	Gpc3	glypican 3	X		collagen-containing extracellular matrix			IEA	IPR001863 	J:72247 	
MGI:104902	Gpc4	glypican 4	X		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1194894	Gpc5	glypican 5	14		collagen-containing extracellular matrix			IEA	IPR001863 	J:72247 	
MGI:1346322	Gpc6	glypican 6	14		collagen-containing extracellular matrix			IEA	IPR001863 	J:72247 	
MGI:106604	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	13		extracellular matrix			IBA	PTN000576507 	J:265628 	
MGI:106604	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	13		extracellular matrix	is a part of skeleton		IDA		J:99694 	
MGI:1342273	Gsto1	glutathione S-transferase omega 1	19		basement membrane			ISO	RGD:70952 	J:155856 	
MGI:1337006	Hapln1	hyaluronan and proteoglycan link protein 1	13		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:1337006	Hapln1	hyaluronan and proteoglycan link protein 1	13		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:1337006	Hapln1	hyaluronan and proteoglycan link protein 1	13		extracellular matrix			IDA		J:86321 	
MGI:2137300	Hapln2	hyaluronan and proteoglycan link protein 2	3		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:2137300	Hapln2	hyaluronan and proteoglycan link protein 2	3		extracellular matrix	is a part of node of Ranvier		IDA		J:157824 	
MGI:1914916	Hapln3	hyaluronan and proteoglycan link protein 3	7		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:2679531	Hapln4	hyaluronan and proteoglycan link protein 4	8		extracellular matrix			IBA	PTN001105676 	J:265628 	
MGI:105942	Hcfc1	host cell factor C1	X		collagen-containing extracellular matrix	is a part of colon,is a part of colon		HDA		J:265604 	
MGI:105942	Hcfc1	host cell factor C1	X		collagen-containing extracellular matrix	is a part of islets of Langerhans,is a part of islets of Langerhans		HDA		J:265607 	
MGI:2685047	Hmcn1	hemicentin 1	1		basement membrane	is a part of eye,is a part of epithelial cell		IDA		J:123065 	
MGI:2685047	Hmcn1	hemicentin 1	1		basement membrane			IDA		J:280675 J:289396 J:310857 	
MGI:2685047	Hmcn1	hemicentin 1	1		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:2685047	Hmcn1	hemicentin 1	1		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2685047	Hmcn1	hemicentin 1	1		collagen-containing extracellular matrix			IBA	PTN001070047 	J:265628 	
MGI:2677838	Hmcn2	hemicentin 2	2		basement membrane	is a part of eye,is a part of epithelial cell		IDA		J:123065 	
MGI:2677838	Hmcn2	hemicentin 2	2		collagen-containing extracellular matrix	is a part of colon		HDA		J:265604 	
MGI:2677838	Hmcn2	hemicentin 2	2		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:2677838	Hmcn2	hemicentin 2	2		extracellular matrix			IBA	PTN001224703 	J:265628 	
MGI:1926465	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	17		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:1343124	Hpse	heparanase	5		extracellular matrix			IBA	PTN001024081 	J:265628 	
MGI:1343124	Hpse	heparanase	5		extracellular matrix			TAS		J:56032 	
MGI:2685814	Hpse2	heparanase 2	19		extracellular matrix			IBA	PTN001024081 	J:265628 	
MGI:2685814	Hpse2	heparanase 2	19		extracellular matrix			ISO	Q8WWQ2 	J:164563 	
MGI:2146636	Hrg	histidine-rich glycoprotein	16		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:1926967	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	2		extracellular matrix			IDA		J:139122 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane			IBA	PTN000832138 	J:265628 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of EMAPA:28239		IDA		J:27732 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of embryo		IDA		J:139122 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of embryo endoderm|is a part of embryo ectoderm|is a part of Reichert's membrane|is a part of extraembryonic ectoderm|is a part of extraembryonic endoderm|is a part of decidua|is a part of capillary		IDA		J:98797 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of oral region epithelium,is a part of oral region epithelium|is a part of lower jaw incisor enamel organ,is a part of lower jaw incisor enamel organ|is a part of upper jaw incisor enamel organ,is a part of upper jaw incisor enamel organ|is a part of dental pulp,is a part of dental pulp		IDA		J:98778 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of brain		IDA		J:58700 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of uterus|is a part of blood vessel		IDA		J:55507 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane	is a part of endometrium luminal epithelium,is a part of epithelial cell		IDA		J:55507 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		basement membrane			IDA		J:73993 J:74542 J:81999 J:95191 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		collagen-containing extracellular matrix	is a part of lung|is a part of colon		HDA		J:265604 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		collagen-containing extracellular matrix	is a part of islets of Langerhans		HDA		J:265607 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		collagen-containing extracellular matrix	is a part of fibroblast		HDA		J:213088 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		extracellular matrix	is a part of future spinal cord		IDA		J:194150 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		extracellular matrix	is a part of cartilage		IDA		J:110553 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		extracellular matrix	is a part of epiblast cell		IDA		J:58700 	
MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	4		extracellular matrix			IDA		J:95191 	
MGI:1929076	Htra1	HtrA serine peptidase 1	7		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1929076	Htra1	HtrA serine peptidase 1	7		collagen-containing extracellular matrix			IBA	PTN002741566 	J:265628 	
MGI:1929076	Htra1	HtrA serine peptidase 1	7		collagen-containing extracellular matrix			ISO	RGD:69235 	J:155856 	
MGI:96432	Igf1	insulin-like growth factor 1	10		interstitial matrix			ISO	RGD:2868 	J:155856 	
MGI:96434	Igf2	insulin-like growth factor 2	7		collagen-containing extracellular matrix	is a part of EMAPA:32927		HDA		J:265607 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		collagen-containing extracellular matrix	is a part of lung		HDA		J:265604 	
MGI:1352480	Igfbp7	insulin-like growth factor binding protein 7	5		collagen-containing extracellular matrix	is a part of lung,is a part of lung|is a part of colon,is a part of colon		HDA		J:265604 	
